職稱,職務型態,表訂 / 實際工時,一週總工時,加班頻率,業界工作經歷,薪資,時薪,參考時間
統計程式設計師 ,全職,8 / 8.5,43,偶爾,3 年,"70,000 / 月",405 元,2021.08
RMA ,全職,8 / 8,40,偶爾,-,"45,000 / 月",280 元,2021.04
應付帳款專員 ,全職,8 / 8,40,幾乎不,1 年,"500,000 / 年",259 元,2019.12
統計程式設計師 ,全職,8 / 8,40,偶爾,-,"55,000 / 月",342 元,2019.01
PROJECT SPECIALIST ,全職,8 / 8,40,偶爾,-,"35,000 / 月",218 元,2014.08
